,Open,High,Low,Close,Volume,Datetime,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,rate,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2017-07-30,2680.56,2774.45,2569.69,2742.37,25842024.03,2017-07-30 00:00:00,2690.378861921854,2680.56,1,1.023058614617841,0.9929905112020614,6.404656145192987,1,,1.0046117229235683,1.0046117229235683,0.0,0.2,1,1,0.0,1,1,1,0.0,0.0,1.0023058614617841,1.0023058614617841,0.0,0.1,1,1,0.0,0.2,1,1,0.0,0.0,1,1,0.0,0.1
2017-07-31,2742.37,2889.99,2680.01,2855.81,30771946.97,2017-07-31 00:00:00,2793.102924870753,2742.37,1,1.0413656800504674,1.034066238981596,2.5330210970815523,1,,1.016546272020187,1.0212343017657304,0.0,0.4,1,1,0.0,1,1,1,0.0,0.0,1.0082731360100934,1.0105980741773712,0.0,0.2,1,1,0.0,0.4,1,1,0.0,0.0,1,1,0.0,0.2
2017-08-01,2855.81,2929.17,2615.0,2731.0,34305116.96,2017-08-01 00:00:00,2802.1715502370944,2855.81,0,1,1.034066238981596,2.5330210970815523,1,,1,1.0212343017657304,0.0,0.4,1,1,0.0,1,1,1,0.0,0.0,1,1.0105980741773712,0.0,0.2,1,1,0.0,0.4,1,1,0.0,0.0,1,1,0.0,0.2
2017-08-02,2731.0,2760.0,2650.0,2703.51,25679084.59,2017-08-02 00:00:00,2687.7472790110955,2731.0,0,1,1.034066238981596,2.5330210970815523,1,,1,1.0212343017657304,0.0,0.2,1,1,0.0,1,1,1,0.0,0.0,1,1.0105980741773712,0.0,0.1,1,1,0.0,0.2,1,1,0.0,0.0,1,1,0.0,0.1
2017-08-03,2703.51,2807.44,2698.83,2793.37,21938228.66,2017-08-03 00:00:00,2737.2574908196634,2703.51,1,1.0332382717282347,1.06843681361786,0.0,1,,1.0066476543456468,1.0280231144097869,0.0,0.2,1.0332382717282347,1.0332382717282347,0.0,1,1,1,0.0,0.0,1.0033238271728235,1.013957127517125,0.0,0.1,1.0066476543456468,1.0066476543456468,0.0,0.2,1,1,0.0,0.0,1.0033238271728235,1.0033238271728235,0.0,0.1
2017-08-04,2793.37,2877.52,2765.91,2855.0,21650042.13,2017-08-04 00:00:00,2826.6767613751845,2793.37,1,1.0220629562141785,1.092009688254327,0.0,1,,1.0088251824856713,1.0370956059939413,0.0,0.4,1.0220629562141785,1.0560345624761882,0.0,1,1,1,0.0,0.0,1.0044125912428357,1.0184313058586179,0.0,0.2,1.0088251824856713,1.0155315035940202,0.0,0.4,1,1,0.0,0.0,1.0044125912428357,1.0077510851063347,0.0,0.2
2017-08-05,2855.0,3339.66,2848.32,3263.62,53855576.01,2017-08-05 00:00:00,2809.5283096245466,2855.0,0,1,1.092009688254327,0.0,1,,1,1.0370956059939413,0.0,0.4,1,1.0560345624761882,0.0,1,1,1,0.0,0.0,1,1.0184313058586179,0.0,0.2,1,1.0155315035940202,0.0,0.4,1,1,0.0,0.0,1,1.0077510851063347,0.0,0.2
2017-08-06,3263.62,3296.51,3146.1,3222.75,19412655.97,2017-08-06 00:00:00,3244.681375898261,3263.62,0,1,1.092009688254327,0.0,1,,1,1.0370956059939413,0.0,0.4,1,1.0560345624761882,0.0,1,1,1,0.0,0.0,1,1.0184313058586179,0.0,0.2,1,1.0155315035940202,0.0,0.4,1,1,0.0,0.0,1,1.0077510851063347,0.0,0.2
2017-08-07,3222.75,3430.0,3186.0,3387.55,40212285.97,2017-08-07 00:00:00,3254.625643329308,3222.75,1,1.0511364517880692,1.147851189029849,0.0,1,,1.0204545807152277,1.0583089617761523,0.0,0.4,1.0511364517880692,1.1100364229667865,0.0,1,1,1,0.0,0.0,1.010227290357614,1.028847098532918,0.0,0.2,1.0204545807152277,1.0363037747031407,0.0,0.4,1,1,0.0,0.0,1.010227290357614,1.0180576480619177,0.0,0.2
2017-08-08,3387.55,3490.0,3300.0,3412.41,54033180.58,2017-08-08 00:00:00,3390.0737213128496,3387.55,1,1.0073386370680875,1.1562748523143118,0.0,1,,1.0044031822408526,1.0629688890019802,0.0,0.6,1.0073386370680875,1.1181825774072978,0.0,1,1,1,0.0,0.0,1.0022015911204263,1.0311121991693244,0.0,0.3,1.0044031822408526,1.0408668090800421,0.0,0.6,1,1,0.0,0.0,1.0022015911204263,1.0202989947399728,0.0,0.3
2017-08-09,3412.41,3423.1,3178.72,3342.99,47303195.92,2017-08-09 00:00:00,3410.8890223936037,3412.41,0,1,1.1562748523143118,0.0,1,,1,1.0629688890019802,0.0,0.6,1,1.1181825774072978,0.0,1,1,1,0.0,0.0,1,1.0311121991693244,0.0,0.3,1,1.0408668090800421,0.0,0.6,1,1,0.0,0.0,1,1.0202989947399728,0.0,0.3
2017-08-10,3342.99,3448.0,3311.17,3413.03,30646612.36,2017-08-10 00:00:00,3338.1983153085075,3342.99,0,1,1.1562748523143118,0.0,1,,1,1.0629688890019802,0.0,0.6,1,1.1181825774072978,0.0,1,1,1,0.0,0.0,1,1.0311121991693244,0.0,0.3,1,1.0408668090800421,0.0,0.6,1,1,0.0,0.0,1,1.0202989947399728,0.0,0.3
2017-08-11,3413.03,3705.0,3390.67,3645.06,41873464.0,2017-08-11 00:00:00,3417.343780453739,3413.03,1,1.0679835805721016,1.2348825569001167,0.0,1,,1.040790148343261,1.106327547668642,0.0,0.6,1.0679835805721016,1.194200632752787,0.0,1,1,1,0.0,0.0,1.0203950741716306,1.0521418089506558,0.0,0.3,1.040790148343261,1.0833239206279937,0.0,0.6,1,1,0.0,0.0,1.0203950741716306,1.0411080684149345,0.0,0.3
2017-08-12,3645.06,3934.0,3586.95,3855.1,46761411.29,2017-08-12 00:00:00,3644.3651671609446,3645.06,0,1,1.2348825569001167,0.0,1,,1,1.106327547668642,0.0,0.6,1,1.194200632752787,0.0,1,1,1,0.0,0.0,1,1.0521418089506558,0.0,0.3,1,1.0833239206279937,0.0,0.6,1,1,0.0,0.0,1,1.0411080684149345,0.0,0.3
2017-08-13,3855.1,4190.0,3841.71,4053.87,63638815.67,2017-08-13 00:00:00,3795.1989518195865,3855.1,0,1,1.2348825569001167,0.0,1,,1,1.106327547668642,0.0,0.6,1,1.194200632752787,0.0,1,1,1,0.0,0.0,1,1.0521418089506558,0.0,0.3,1,1.0833239206279937,0.0,0.6,1,1,0.0,0.0,1,1.0411080684149345,0.0,0.3
2017-08-14,4053.87,4329.43,3964.96,4306.23,59827087.21,2017-08-14 00:00:00,4064.6855764350685,4053.87,1,1.0622516262238304,1.3117560042625909,0.0,1,,1.0373509757342982,1.147649961055799,0.0,0.6,1.0622516262238304,1.2685415641791753,0.0,1,1,1,0.0,0.0,1.0186754878671491,1.071791070538234,0.0,0.3,1.0373509757342982,1.1237871260997547,0.0,0.6,1,1,0.0,0.0,1.0186754878671491,1.0605512695150088,0.0,0.3
2017-08-15,4306.23,4400.0,3800.0,4155.67,104581194.25,2017-08-15 00:00:00,4332.706671569489,4306.23,1,0.9650367026378063,1.2658926890189148,3.4963297362193737,1,,0.9790220215826838,1.1235745849421368,2.097797841731616,0.6,0.9650367026378063,1.2241891682544765,3.496329736219364,1,1,1,0.0,0.0,0.9895110107913418,1.0605490655654224,1.048898920865814,0.3,0.9790220215826838,1.1002123440227762,2.097797841731624,0.6,1,1,0.0,0.0,0.9895110107913418,1.049427158693837,1.0488989208658224,0.3
2017-08-16,4155.67,4379.78,3926.06,4378.84,54192791.68,2017-08-16 00:00:00,4167.700753832842,4155.67,1,1.05370253172172,1.3338743313072463,0.0,1,,1.032221519033032,1.1597778648158807,0.0,0.6,1.05370253172172,1.2899312258960485,0.0,1,1,1,0.0,0.0,1.016110759516516,1.0776353165162127,0.0,0.3,1.032221519033032,1.1356628570060827,0.0,0.6,1,1,0.0,0.0,1.016110759516516,1.0663342272776541,0.0,0.3
2017-08-17,4378.84,4480.0,4167.21,4276.5,63198384.95,2017-08-17 00:00:00,4348.528919382046,4378.84,0,1,1.3338743313072463,0.0,1,,1,1.1597778648158807,0.0,0.6,1,1.2899312258960485,0.0,1,1,1,0.0,0.0,1,1.0776353165162127,0.0,0.3,1,1.1356628570060827,0.0,0.6,1,1,0.0,0.0,1,1.0663342272776541,0.0,0.3
2017-08-18,4276.5,4368.0,3964.96,4100.0,72432096.0,2017-08-18 00:00:00,4289.487040997968,4276.5,1,0.9587279317198644,1.2788225788284133,4.127206828013567,1,,0.9752367590319186,1.1310580060799982,2.476324096808138,0.6,0.9587279317198644,1.2366930962641878,4.127206828013557,1,1,1,0.0,0.0,0.9876183795159593,1.06429244500691,1.2381620484040576,0.3,0.9752367590319186,1.1075401640195415,2.4763240968081264,0.6,1,1,0.0,0.0,0.9876183795159593,1.0531312815663594,1.238162048404075,0.3
2017-08-19,4100.0,4188.0,3900.0,4099.55,60597363.73,2017-08-19 00:00:00,4111.44813075193,4100.0,1,0.9998902439024391,1.2786822202526884,4.137729451654383,1,,0.9999560975609756,1.131008349874853,2.4806056240429206,0.4,0.9998902439024391,1.2365573616560612,4.137729451654384,1,0.9999341463414635,0.9999341463414635,0.006585365853650771,0.6,0.9999451219512195,1.0642340387141962,1.2435819053648174,0.5,0.9999560975609756,1.1074915403050236,2.4806056240428944,0.4,0.9999341463414635,0.9999341463414635,0.006585365853650771,0.6,0.9999451219512195,1.0530734877765173,1.243581905364833,0.5
2017-08-20,4099.55,4125.95,4000.0,4058.68,25281427.99,2017-08-20 00:00:00,4071.8820365129773,4099.55,0,1,1.2786822202526884,4.137729451654383,1,,1,1.131008349874853,2.4806056240429206,0.4,1,1.2365573616560612,4.137729451654384,1,1,0.9999341463414635,0.006585365853650771,0.4,1,1.0642340387141962,1.2435819053648174,0.4,1,1.1074915403050236,2.4806056240428944,0.4,1,0.9999341463414635,0.006585365853650771,0.4,1,1.0530734877765173,1.243581905364833,0.4
2017-08-21,4058.68,4080.0,3949.78,3987.52,39194496.37,2017-08-21 00:00:00,4043.148965258705,4058.68,0,1,1.2786822202526884,4.137729451654383,1,,1,1.131008349874853,2.4806056240429206,0.2,1,1.2365573616560612,4.137729451654384,1,1,0.9999341463414635,0.006585365853650771,0.4,1,1.0642340387141962,1.2435819053648174,0.3,1,1.1074915403050236,2.4806056240428944,0.2,1,0.9999341463414635,0.006585365853650771,0.4,1,1.0530734877765173,1.243581905364833,0.3
2017-08-22,3987.52,4139.31,3600.0,4085.0,91500637.87,2017-08-22 00:00:00,3992.3481338857096,3987.52,1,1.0244462723697938,1.3099412340833982,1.794254275842668,1,,1.0048892544739587,1.1365381375095633,2.003808488792533,0.2,1.0244462723697938,1.2667865797199789,1.794254275842668,1,1.0097785089479174,1.0097120113387916,0.0,0.4,1.007333881710938,1.07203900526688,0.5193140168628179,0.3,1.0048892544739587,1.1129063482733315,2.0038084887924947,0.2,1.0097785089479174,1.0097120113387916,0.0,0.4,1.007333881710938,1.0607966041687953,0.519314016862835,0.3
2017-08-23,4085.0,4248.97,4051.94,4108.12,62086390.53,2017-08-23 00:00:00,4079.8835301569025,4085.0,0,1,1.3099412340833982,1.794254275842668,1,,1,1.1365381375095633,2.003808488792533,0.4,1,1.2667865797199789,1.794254275842668,1,1,1.0097120113387916,0.0,0.4,1,1.07203900526688,0.5193140168628179,0.4,1,1.1129063482733315,2.0038084887924947,0.4,1,1.0097120113387916,0.0,0.4,1,1.0607966041687953,0.519314016862835,0.4
2017-08-24,4108.12,4350.0,4082.57,4300.34,45158907.08,2017-08-24 00:00:00,4116.946179884155,4108.12,1,1.0467902592913547,1.3712337240825976,0.0,1,,1.018716103716542,1.1578097031689978,0.1697016046426626,0.4,1.0467902592913547,1.3260598522518852,0.0,1,1.018716103716542,1.0286098860668467,0.0,0.4,1.018716103716542,1.0921033984776334,0.0,0.4,1.018716103716542,1.1337356189144132,0.16970160464261627,0.4,1.018716103716542,1.0286098860668467,0.0,0.4,1.018716103716542,1.0806505834345739,0.0,0.4
2017-08-25,4300.34,4449.98,4270.0,4355.98,42239588.77,2017-08-25 00:00:00,4302.874523080889,4300.34,1,1.0129385118385987,1.3889754478551262,0.0,1,,1.0077631071031592,1.1667979038997758,0.0,0.6,1.0129385118385987,1.3432170933489367,0.0,1,1.0051754047354395,1.0339333585421169,0.0,0.4,1.0064692559192994,1.0991684948527218,0.0,0.5,1.0077631071031592,1.1425369299507122,0.0,0.6,1.0051754047354395,1.0339333585421169,0.0,0.4,1.0064692559192994,1.0876415886181523,0.0,0.5
2017-08-26,4355.98,4369.78,4232.43,4333.38,28226249.72,2017-08-26 00:00:00,4381.309351141989,4355.98,1,0.9948117300814054,1.381769068321353,0.5188269918594535,1,,0.9968870380488433,1.1631657064202463,0.311296195115677,0.6,0.9948117300814054,1.3362481205093724,0.5188269918594571,1,0.9979246920325622,1.0317876284053347,0.2075307967437829,0.4,0.9974058650407027,1.0963171034340662,0.25941349592973056,0.5,0.9968870380488433,1.1389802559599842,0.3112961951156748,0.6,0.9979246920325622,1.0317876284053347,0.2075307967437829,0.4,0.9974058650407027,1.0848200995499324,0.25941349592971924,0.5
2017-08-27,4333.38,4393.3,4290.32,4337.68,17115061.37,2017-08-27 00:00:00,4351.947797985923,4333.38,1,1.0009922970060323,1.3831401936308765,0.4201121217268859,1,,1.0005953782036194,1.1638582299290465,0.2519437137231744,0.6,1.0009922970060323,1.33757407551867,0.42011212172690354,1,1.0003969188024129,1.0321971643151457,0.16792128937780176,0.4,1.0004961485030162,1.096861039523766,0.20992735324579231,0.5,1.0005953782036194,1.1396583799787356,0.251943713723174,0.6,1.0003969188024129,1.0321971643151457,0.16792128937780176,0.4,1.0004961485030162,1.085358331418366,0.20992735324577547,0.5
2017-08-28,4337.68,4399.72,4169.01,4379.99,37056561.52,2017-08-28 00:00:00,4328.352600843738,4337.68,0,1,1.3831401936308765,0.4201121217268859,1,,1,1.1638582299290465,0.2519437137231744,0.6,1,1.33757407551867,0.42011212172690354,1,1,1.0321971643151457,0.16792128937780176,0.4,1,1.096861039523766,0.20992735324579231,0.5,1,1.1396583799787356,0.251943713723174,0.6,1,1.0321971643151457,0.16792128937780176,0.4,1,1.085358331418366,0.20992735324577547,0.5
2017-08-29,4379.99,4649.78,4336.26,4578.82,53470073.42,2017-08-29 00:00:00,4365.304117750442,4379.99,0,1,1.3831401936308765,0.4201121217268859,1,,1,1.1638582299290465,0.2519437137231744,0.6,1,1.33757407551867,0.42011212172690354,1,1,1.0321971643151457,0.16792128937780176,0.4,1,1.096861039523766,0.20992735324579231,0.5,1,1.1396583799787356,0.251943713723174,0.6,1,1.0321971643151457,0.16792128937780176,0.4,1,1.085358331418366,0.20992735324577547,0.5
2017-08-30,4578.82,4642.22,4479.0,4573.2,39221767.23,2017-08-30 00:00:00,4577.946983905725,4578.82,0,1,1.3831401936308765,0.4201121217268859,1,,1,1.1638582299290465,0.2519437137231744,0.6,1,1.33757407551867,0.42011212172690354,1,1,1.0321971643151457,0.16792128937780176,0.4,1,1.096861039523766,0.20992735324579231,0.5,1,1.1396583799787356,0.251943713723174,0.6,1,1.0321971643151457,0.16792128937780176,0.4,1,1.085358331418366,0.20992735324577547,0.5
2017-08-31,4573.2,4765.21,4566.66,4734.26,41680053.91,2017-08-31 00:00:00,4610.333208090906,4573.2,1,1.0352182279366746,1.431851940238545,0.0,1,,1.0211309367620047,1.188451644585616,0.0,0.6,1.0352182279366746,1.3846810641924734,0.0,1,1.01408729117467,1.0467380263185218,0.0,0.4,1.0176091139683372,1.1161757905761687,0.0,0.5,1.0211309367620047,1.1637404291363551,0.0,0.6,1.01408729117467,1.0467380263185218,0.0,0.4,1.0176091139683372,1.1044705299727962,0.0,0.5
2017-09-01,4734.26,4935.0,4671.09,4921.7,73806190.52,2017-09-01 00:00:00,4744.771653868098,4734.26,1,1.039592248841424,1.4885421785605453,0.0,1,,1.0237553493048543,1.2166837285346759,0.0,0.6,1.039592248841424,1.4395037014519896,0.0,1,1.0158368995365696,1.0633151112824353,0.0,0.4,1.0197961244207119,1.138271745401801,0.0,0.5,1.0237553493048543,1.1913854895306704,0.0,0.6,1.0158368995365696,1.0633151112824353,0.0,0.4,1.0197961244207119,1.1263347660031473,0.0,0.5
2017-09-02,4921.7,4979.9,4488.5,4599.9,79450494.42,2017-09-02 00:00:00,4929.699268602953,4921.7,1,0.9346160879370948,1.3912154676556172,6.538391206290522,1,,0.9607696527622569,1.1689528033857486,3.9230347237743093,0.6,0.9346160879370948,1.3453833180220263,6.5383912062905125,1,0.9738464351748379,1.0355056305899357,2.6153564825162037,0.4,0.9673080439685474,1.1010594155492806,3.269195603145255,0.5,0.9607696527622569,1.1446470230823735,3.9230347237743164,0.6,0.9738464351748379,1.0355056305899357,2.6153564825162037,0.4,0.9673080439685474,1.089512679356276,3.269195603145262,0.5
2017-09-03,4599.9,4700.0,4385.0,4606.26,51073979.31,2017-09-03 00:00:00,4640.350599473403,4599.9,1,1.0013826387530165,1.393139016074994,6.409167564053067,1,,1.0005530555012065,1.1695992991643118,3.869898829589068,0.4,1.0013826387530165,1.3472434971351854,6.409167564053063,1,1.0005530555012065,1.0360783226754637,2.56149736968583,0.4,1.0005530555012065,1.1016683625162054,3.215698099637438,0.4,1.0005530555012065,1.145280076415429,3.869898829589069,0.4,1.0005530555012065,1.0360783226754637,2.56149736968583,0.4,1.0005530555012065,1.0901152403372283,3.2156980996374402,0.4
2017-09-04,4606.26,4613.97,4058.5,4277.0,107556542.05,2017-09-04 00:00:00,4573.503248113951,4606.26,0,1,1.393139016074994,6.409167564053067,1,,1,1.1695992991643118,3.869898829589068,0.4,1,1.3472434971351854,6.409167564053063,1,1,1.0360783226754637,2.56149736968583,0.4,1,1.1016683625162054,3.215698099637438,0.4,1,1.145280076415429,3.869898829589069,0.4,1,1.0360783226754637,2.56149736968583,0.4,1,1.0901152403372283,3.2156980996374402,0.4
2017-09-05,4277.0,4474.88,4001.93,4396.52,88387794.12,2017-09-05 00:00:00,4249.0157618806825,4277.0,0,1,1.393139016074994,6.409167564053067,1,,1,1.1695992991643118,3.869898829589068,0.0,1,1.3472434971351854,6.409167564053063,1,1,1.0360783226754637,2.56149736968583,0.4,1,1.1016683625162054,3.215698099637438,0.2,1,1.145280076415429,3.869898829589069,0.0,1,1.0360783226754637,2.56149736968583,0.4,1,1.0901152403372283,3.2156980996374402,0.2
2017-09-06,4396.52,4649.23,4356.42,4605.8,75215090.16,2017-09-06 00:00:00,4346.579409211894,4396.52,0,1,1.393139016074994,6.409167564053067,1,,1,1.1695992991643118,3.869898829589068,0.2,1,1.3472434971351854,6.409167564053063,1,1,1.0360783226754637,2.56149736968583,0.4,1,1.1016683625162054,3.215698099637438,0.3,1,1.145280076415429,3.869898829589069,0.2,1,1.0360783226754637,2.56149736968583,0.4,1,1.0901152403372283,3.2156980996374402,0.3
2017-09-07,4605.8,4674.34,4475.0,4615.0,42404174.64,2017-09-07 00:00:00,4616.839009376118,4605.8,1,1.0019974814364496,1.3959217853979975,6.22222161364039,1,,1.0015979851491597,1.171468301474844,3.7162843555315366,0.8,1.0019974814364496,1.3499345910110905,6.2222216136403885,1,1.00079899257458,1.0369061415619647,2.4836447296060187,0.4,1.0011984888618697,1.1029886997781553,3.099703191806019,0.6,1.0015979851491597,1.1471102169691691,3.7162843555315446,0.8,1.00079899257458,1.0369061415619647,2.4836447296060187,0.4,1.0011984888618697,1.091421731310927,3.099703191806018,0.6
2017-09-08,4615.0,4679.97,4125.99,4312.0,103400550.32,2017-09-08 00:00:00,4673.868076688426,4615.0,1,0.9343445287107259,1.304271882694727,12.37924585005793,1,,0.9474756229685808,1.109937658727823,8.773526538027559,0.8,0.9343445287107259,1.261303999228564,12.379245850057924,1,0.9868689057421451,1.023290429280566,3.764141182344017,0.2,0.967172264355363,1.066780078322816,6.280720519312277,0.5,0.9474756229685808,1.0868589674364875,8.773526538027559,0.8,0.9868689057421451,1.023290429280566,3.764141182344017,0.2,0.967172264355363,1.0555928272386397,6.28072051931228,0.5
2017-09-09,4312.0,4379.78,4164.0,4308.72,42672278.95,2017-09-09 00:00:00,4329.996595029507,4312.0,1,0.999239332096475,1.303279764936091,12.44589614542245,1,,0.999847866419295,1.1097687999374413,8.787405148090423,0.2,0.999239332096475,1.260344565759763,12.445896145422449,1,0.99969573283859,1.0229790756063508,3.793422593932317,0.4,0.9997717996289425,1.066536638713106,6.302107293665006,0.3,0.999847866419295,1.08669361969005,8.787405148090413,0.2,0.99969573283859,1.0229790756063508,3.793422593932317,0.4,0.9997717996289425,1.0553519405637781,6.30210729366502,0.3
2017-09-10,4308.72,4322.44,4010.0,4226.22,61000822.58,2017-09-10 00:00:00,4224.925099745643,4308.72,0,1,1.303279764936091,12.44589614542245,1,,1,1.1097687999374413,8.787405148090423,0.2,1,1.260344565759763,12.445896145422449,1,1,1.0229790756063508,3.793422593932317,0.2,1,1.066536638713106,6.302107293665006,0.2,1,1.08669361969005,8.787405148090413,0.2,1,1.0229790756063508,3.793422593932317,0.2,1,1.0553519405637781,6.30210729366502,0.2
2017-09-11,4226.22,4353.49,4092.4,4207.31,46993960.17,2017-09-11 00:00:00,4277.342039159934,4226.22,1,0.9955255523848735,1.29744830790003,12.837652396609103,1,,0.9991051104769747,1.108775679465397,8.869030343591348,0.2,0.9955255523848735,1.2547052200232616,12.837652396609098,1,0.9991051104769747,1.0220636223493167,3.87951685209912,0.2,0.9991051104769747,1.065582206249199,6.385956556177459,0.2,0.9991051104769747,1.085721148955051,8.869030343591348,0.2,0.9991051104769747,1.0220636223493167,3.87951685209912,0.2,0.9991051104769747,1.0544075171690632,6.385956556177463,0.2
2017-09-12,4207.31,4377.65,4080.0,4172.56,56085500.46,2017-09-12 00:00:00,4222.679082406929,4207.31,1,0.9917405658247194,1.2867321190051004,13.557564069202247,1,,0.9983481131649439,1.1069441075174575,9.019568392632674,0.2,0.9917405658247194,1.2443420648490984,13.557564069202238,1,0.9983481131649439,1.0203752889069682,4.0382970127903635,0.2,0.9983481131649439,1.063821985031026,6.54059636211868,0.2,0.9983481131649439,1.08392766048255,9.019568392632666,0.2,0.9983481131649439,1.0203752889069682,4.0382970127903635,0.2,0.9983481131649439,1.0526657552726675,6.5405963621186824,0.2
2017-09-13,4172.56,4179.14,3720.01,3865.34,115047415.38,2017-09-13 00:00:00,4176.292252965435,4172.56,1,0.9263713403761719,1.1919917577878267,19.922204761405528,1,,0.9852742680752343,1.0906435453344565,10.35932183888224,0.2,1,1.2443420648490984,13.557564069202238,1,0.9852742680752343,1.0053495159398689,5.451403326023993,0.2,0.9852742680752343,1.048156427663787,7.9168544859385985,0.2,1,1.08392766048255,9.019568392632666,0.2,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.2
2017-09-14,3865.34,3921.74,3210.0,3227.79,145677912.44,2017-09-14 00:00:00,3898.8332482072333,3865.34,1,0.8350597877547641,0.9953843842637308,33.13025330418984,1,,0.9670119575509528,1.0546653497641842,13.31639233522256,0.2,1,1.2443420648490984,13.557564069202238,1,0.9670119575509528,0.9721850034319155,8.57037644660295,0.2,0.9670119575509528,1.0135797989347723,10.954497198998238,0.2,1,1.08392766048255,9.019568392632666,0.2,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.2
2017-09-15,3227.79,3820.0,2977.0,3700.01,201603301.27,2017-09-15 00:00:00,3218.267952171904,3227.79,0,1,0.9953843842637308,33.13025330418984,1,,1,1.0546653497641842,13.31639233522256,0.0,1,1.2443420648490984,13.557564069202238,1,1,0.9721850034319155,8.57037644660295,0.2,1,1.0135797989347723,10.954497198998238,0.1,1,1.08392766048255,9.019568392632666,0.0,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.1
2017-09-16,3700.01,3872.9,3500.0,3678.93,84682175.88,2017-09-16 00:00:00,3528.1494877454325,3700.01,0,1,0.9953843842637308,33.13025330418984,1,,1,1.0546653497641842,13.31639233522256,0.0,1,1.2443420648490984,13.557564069202238,1,1,0.9721850034319155,8.57037644660295,0.2,1,1.0135797989347723,10.954497198998238,0.1,1,1.08392766048255,9.019568392632666,0.0,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.1
2017-09-17,3678.93,3772.52,3463.0,3662.99,42610629.87,2017-09-17 00:00:00,3754.6741424880715,3678.93,1,0.9956672184575406,0.9910716011759405,33.41998530842238,1,,1,1.0546653497641842,13.31639233522256,0.0,1,1.2443420648490984,13.557564069202238,1,0.9991334436915081,0.9713425503841704,8.649605363676184,0.2,0.999566721845754,1.0131406369503089,10.99307867009576,0.1,1,1.08392766048255,9.019568392632666,0.0,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.1
2017-09-18,3662.99,4122.7,3659.42,4101.6,67884703.07,2017-09-18 00:00:00,3756.8271326815084,3662.99,1,1.119740976633843,1.1097434826148143,25.447629324957262,1,,1.0239481953267686,1.0799226815647116,11.240476367237498,0.2,1,1.2443420648490984,13.557564069202238,1,1.0239481953267686,0.9946044515099721,6.461928269748101,0.2,1.0239481953267686,1.0374035268174817,8.86152353265288,0.2,1,1.08392766048255,9.019568392632666,0.2,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.2
2017-09-19,4101.6,4119.7,3848.35,3888.8,60296939.36,2017-09-19 00:00:00,4042.7108961380113,4101.6,0,1,1.1097434826148143,25.447629324957262,1,,1,1.0799226815647116,11.240476367237498,0.6,1,1.2443420648490984,13.557564069202238,1,1,0.9946044515099721,6.461928269748101,0.2,1,1.0374035268174817,8.86152353265288,0.4,1,1.08392766048255,9.019568392632666,0.6,1,1.0203752889069682,4.0382970127903635,0.2,1,1.0526657552726675,6.5405963621186824,0.4
2017-09-20,3888.8,4050.0,3820.56,3874.46,45755993.66,2017-09-20 00:00:00,3909.300763405097,3888.8,1,0.9963124871425633,1.1056512892542154,25.72254215037388,1,,0.9985249948570253,1.0783297900553885,11.371397121083813,0.4,0.9963124871425633,1.2397535374859179,13.876321663125212,1,0.9992624974285127,0.9938709281693708,6.530912838181122,0.2,0.9988937461427689,1.0362558951644347,8.962345823787048,0.3,0.9985249948570253,1.0823288616087257,9.153764997163599,0.4,0.9992624974285127,1.0196227595075171,4.109069015507736,0.2,0.9988937461427689,1.0515012397205221,6.643986187887596,0.3
2017-09-21,3874.46,3914.0,3573.0,3617.05,66991792.86,2017-09-21 00:00:00,3922.9595676938316,3874.46,1,0.9335623544958523,1.03219442084754,30.657361563936615,1,,0.9734249417983409,1.0496731131240837,13.726707400922745,0.4,1,1.2397535374859179,13.876321663125212,1,0.9867124708991705,0.9806648392888518,7.772886053871764,0.2,0.9800687063487556,1.0156019746200793,10.77684404249358,0.3,1,1.0823288616087257,9.153764997163599,0.4,1,1.0196227595075171,4.109069015507736,0.2,1,1.0515012397205221,6.643986187887596,0.3
