,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2018-07-10,6666.75,6299.46,9163.01977492,30.31033835624335,15.902131862184527,25.362863133121554,-58.452788154660084,47.78384103383756,-106.23662918849764,42.557630625990384,6380.0,6660.353290048954,6666.75,0,1,1.041930238557943,0.7232668093660516,2018-07-10,,1,1.0124097694684273,0.4339600856196283,0.6,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.0,1,1.0062275998749488,0.21698004280980124,0.3,1,1.0115636476023329,0.43396008561962307,0.6,1,1,0.0,0.0,1,1.0058069465366481,0.21698004280982217,0.3
2018-07-11,6304.45,6380.0,6370.13680136,29.782940751155667,15.446663790449213,24.636421265764113,-60.74945919945458,36.38973599123446,-97.13919519068904,44.73865836770999,6243.88,6252.700685632102,6304.45,0,1,1.041930238557943,0.7232668093660516,2018-07-11,,1,1.0124097694684273,0.4339600856196283,0.0,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.0,1,1.0062275998749488,0.21698004280980124,0.0,1,1.0115636476023329,0.43396008561962307,0.0,1,1,0.0,0.0,1,1.0058069465366481,0.21698004280982217,0.0
2018-07-12,6379.13,6243.88,7792.46685782,29.979991170057122,14.267966642062714,28.03358958121587,-69.19241068104384,22.35742760771616,-91.54983828876,41.846743463801204,6215.59,6361.580177790372,6379.13,0,1,1.041930238557943,0.7232668093660516,2018-07-12,,1,1.0124097694684273,0.4339600856196283,0.2,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.0,1,1.0062275998749488,0.21698004280980124,0.1,1,1.0115636476023329,0.43396008561962307,0.2,1,1,0.0,0.0,1,1.0058069465366481,0.21698004280982217,0.1
2018-07-13,6243.53,6215.59,5901.29571452,30.16296655903705,13.489680661682403,26.50441935688448,-76.69500494843305,11.883866672261561,-88.57887162069461,41.2499532345839,6243.98,6199.5626956218375,6243.53,0,1,1.041930238557943,0.7232668093660516,2018-07-13,,1,1.0124097694684273,0.4339600856196283,0.0,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.0,1,1.0062275998749488,0.21698004280980124,0.0,1,1.0115636476023329,0.43396008561962307,0.0,1,1,0.0,0.0,1,1.0058069465366481,0.21698004280982217,0.0
2018-07-14,6208.78,6243.98,2584.7339623,30.33287227737555,13.00278336405685,25.547767343864034,-80.34486005818144,6.587209250010545,-86.93206930819198,42.14170261316833,6349.3,6187.837881764732,6208.78,0,1,1.041930238557943,0.7232668093660516,2018-07-14,,1,1.0124097694684273,0.4339600856196283,0.0,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.0,1,1.0062275998749488,0.21698004280980124,0.0,1,1.0115636476023329,0.43396008561962307,0.0,1,1,0.0,0.0,1,1.0058069465366481,0.21698004280982217,0.0
2018-07-15,6245.99,6349.3,3556.29310719,29.97114220549103,14.545927481983883,24.382655313251394,-76.78093269173314,8.120909293167088,-84.90184198490023,45.44967648467976,6721.04,6224.1731172552245,6245.99,0,1,1.041930238557943,0.7232668093660516,2018-07-15,,1,1.0124097694684273,0.4339600856196283,0.0,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.0,1,1.0062275998749488,0.21698004280980124,0.0,1,1.0115636476023329,0.43396008561962307,0.0,1,1,0.0,0.0,1,1.0058069465366481,0.21698004280982217,0.0
2018-07-16,6353.25,6721.04,9404.05647649,27.907636916050553,22.204296367938387,21.72890914237671,-53.29416465617396,25.286141862981026,-78.58030651915499,55.18836247886029,7310.71,6333.274645210786,6353.25,0,1,1.041930238557943,0.7232668093660516,2018-07-16,,1,1.0124097694684273,0.4339600856196283,0.2,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.4,1,1.0062275998749488,0.21698004280980124,0.3,1,1.0115636476023329,0.43396008561962307,0.2,1,1,0.0,0.4,1,1.0058069465366481,0.21698004280982217,0.3
2018-07-17,6721.21,7310.71,12703.29651293,28.18976573969477,34.31167482091571,17.731918175551016,-2.549843852821141,60.82437013306708,-63.37421398588822,65.66079722140894,7378.1,6712.206961741312,6721.21,0,1,1.041930238557943,0.7232668093660516,2018-07-17,,1,1.0124097694684273,0.4339600856196283,0.6,1,1.0337062732575721,0.7232668093660453,1,1,1,0.0,0.4,1,1.0062275998749488,0.21698004280980124,0.5,1,1.0115636476023329,0.43396008561962307,0.6,1,1,0.0,0.4,1,1.0058069465366481,0.21698004280982217,0.5
2018-07-18,7310.71,7378.1,13347.87429603,28.735240367883286,34.488314682774195,16.29461412628284,41.53162626881476,83.92467220376238,-42.39304593494762,66.6208674468608,7471.42,7315.844722292903,7310.71,1,1.0092179829318904,1.0515347337131906,0.0,2018-07-18,,1.0055307897591341,1.0180091950534507,0.0,0.6,1.0092179829318904,1.0432349600410484,0.0,1,1.0036871931727562,1.0036871931727562,0.0,0.4,1.004608991465945,1.010865294295571,0.0,0.5,1.0055307897591341,1.0171583934652042,0.0,0.6,1.0036871931727562,1.0036871931727562,0.0,0.4,1.004608991465945,1.0104427021696238,0.0,0.5
2018-07-19,7384.92,7471.42,8803.25309749,29.241752522629763,32.2123306800107,15.219285238114606,81.21331443226518,98.88508829377024,-17.671773861505063,67.95688297498194,7330.84,7354.425530852581,7384.92,0,1,1.0515347337131906,0.0,2018-07-19,,1,1.0180091950534507,0.0,0.6,1,1.0432349600410484,0.0,1,1,1.0036871931727562,0.0,0.4,1,1.010865294295571,0.0,0.5,1,1.0171583934652042,0.0,0.6,1,1.0036871931727562,0.0,0.4,1,1.0104427021696238,0.0,0.5
2018-07-20,7474.35,7330.84,9379.17143244,29.990359183630712,31.92302255259693,13.771952324386348,104.48897177397885,97.72859650838713,6.760375265591719,63.81325416495582,7409.92,7454.291724399093,7474.35,0,1,1.0515347337131906,0.0,2018-07-20,,1,1.0180091950534507,0.0,0.6,1,1.0432349600410484,0.0,1,1,1.0036871931727562,0.0,0.4,1,1.010865294295571,0.0,0.5,1,1.0171583934652042,0.0,0.6,1,1.0036871931727562,0.0,0.4,1,1.0104427021696238,0.0,0.5
2018-07-21,7330.84,7409.92,4049.81022253,30.418342817733883,30.16343195324999,14.200385468498535,126.15048019551523,95.5120839439388,30.63839625157642,65.1023104288114,7396.6,7313.016544604735,7330.84,0,1,1.0515347337131906,0.0,2018-07-21,,1,1.0180091950534507,0.0,0.6,1,1.0432349600410484,0.0,1,1,1.0036871931727562,0.0,0.4,1,1.010865294295571,0.0,0.5,1,1.0171583934652042,0.0,0.6,1,1.0036871931727562,0.0,0.4,1,1.0104427021696238,0.0,0.5
2018-07-22,7398.16,7396.6,5107.9788128,31.102557871060526,31.283611228567672,13.408106767655376,141.36591778820275,88.58201722930106,52.78390055890169,64.68434173505791,7719.62,7404.040383719863,7398.16,1,0.9997891367583291,1.0513130036905103,0.021086324167092205,2018-07-22,,0.9998734820549975,1.0178803986220988,0.012651794500257217,0.6,0.9997891367583291,1.0430149801355497,0.021086324167094363,1,0.9999156547033317,1.0036025368786858,0.008434529666836573,0.4,0.9998945683791646,1.010758717129147,0.010543162083549015,0.5,0.9998734820549975,1.017029704675521,0.01265179450024348,0.6,0.9999156547033317,1.0036025368786858,0.008434529666836573,0.4,0.9998945683791646,1.0103361695577728,0.010543162083536242,0.5
2018-07-23,7393.5,7719.62,12572.45317131,32.19784647457319,33.156928588626,12.128101204426287,169.21752357236528,93.14689841077086,76.07062516159442,69.7554646824624,8403.83,7390.567348726985,7393.5,0,1,1.0513130036905103,0.021086324167092205,2018-07-23,,1,1.0178803986220988,0.012651794500257217,0.4,1,1.0430149801355497,0.021086324167094363,1,1,1.0036025368786858,0.008434529666836573,0.4,1,1.010758717129147,0.010543162083549015,0.4,1,1.017029704675521,0.01265179450024348,0.4,1,1.0036025368786858,0.008434529666836573,0.4,1,1.0103361695577728,0.010543162083536242,0.4
2018-07-24,7712.46,8403.83,18707.41156484,34.24380128033106,41.7701431816808,10.169458872378785,226.11075033283032,120.03210013698872,106.0786501958416,77.21783135152278,8174.06,7735.0265454867495,7712.46,1,1.0896432526068207,1.1455561208491742,0.0,2018-07-24,,1.0537859515640924,1.072628064440426,0.0,0.6,1.0896432526068207,1.1365142354725388,0.0,1,1.0358573010427283,1.0395890151707907,0.0,0.4,1.0448216263034102,1.056062566631224,0.0,0.5,1.0537859515640924,1.0717316151104417,0.0,0.6,1.0358573010427283,1.0395890151707907,0.0,0.4,1.0448216263034102,1.0556210797905103,0.0,0.5
2018-07-25,8394.48,8174.06,10348.06857767,36.143616457106226,38.254707853259994,9.313582586884944,256.80736846629134,120.58297461635979,136.22439384993154,70.89202837471014,7926.0,8446.814325079547,8394.48,1,0.9737422687289744,1.115476416072038,2.6257731271025624,2018-07-25,,0.9842453612373846,1.0557291967585238,1.5754638762615327,0.6,0.9737422687289744,1.1066719500918059,2.625773127102554,1,0.9894969074915898,1.0286701155737248,1.050309250841026,0.4,0.9868711343644871,1.0421976630912277,1.3128865635512923,0.5,0.9842453612373846,1.0548468706639023,1.5754638762615447,0.6,0.9894969074915898,1.0286701155737248,1.050309250841026,0.4,0.9868711343644871,1.0417619724719258,1.3128865635512783,0.5
2018-07-26,8174.06,7926.0,8091.87166049,36.993275853050896,34.85465752785357,12.233870920808082,265.3136600610642,103.2714129689061,162.04224709215808,64.72704460932883,8183.05,8168.821748919999,8174.06,0,1,1.115476416072038,2.6257731271025624,2018-07-26,,1,1.0557291967585238,1.5754638762615327,0.6,1,1.1066719500918059,2.625773127102554,1,1,1.0286701155737248,1.050309250841026,0.4,1,1.0421976630912277,1.3128865635512923,0.5,1,1.0548468706639023,1.5754638762615447,0.6,1,1.0286701155737248,1.050309250841026,0.4,1,1.0417619724719258,1.3128865635512783,0.5
2018-07-27,7926.0,8183.05,8701.76587806,37.519301984887775,31.699715009812287,12.218590438763082,282.97533085197756,96.74646700785559,186.22886384412197,67.84734841812816,8237.74,7910.796598111271,7926.0,0,1,1.115476416072038,2.6257731271025624,2018-07-27,,1,1.0557291967585238,1.5754638762615327,0.6,1,1.1066719500918059,2.625773127102554,1,1,1.0286701155737248,1.050309250841026,0.4,1,1.0421976630912277,1.3128865635512923,0.5,1,1.0548468706639023,1.5754638762615447,0.6,1,1.0286701155737248,1.050309250841026,0.4,1,1.0417619724719258,1.3128865635512783,0.5
2018-07-28,8177.72,8237.74,2765.6804906,38.00775482159345,30.40846170638633,11.720879488920852,296.9559661668454,88.58168185817877,208.37428430866666,68.48610028043773,8216.74,8199.546617402924,8177.72,1,1.0073394540287512,1.123663403947955,1.9110994653837416,2018-07-28,,1.0044036724172507,1.0603782823023755,1.1420344613527365,0.6,1.0073394540287512,1.114794317994413,1.9110994653837354,1,1.0029357816115005,1.0316900663833262,0.7598145682759895,0.4,1.0036697270143757,1.0460222440097928,0.9507317974027997,0.5,1.0044036724172507,1.059492070732668,1.1420344613527478,0.6,1.0029357816115005,1.0316900663833262,0.7598145682759895,0.4,1.0036697270143757,1.0455849545248554,0.9507317974027744,0.5
2018-07-29,8231.07,8216.74,3980.2794076,38.54139510707315,30.065876926351066,11.26783452033942,303.8156624187868,76.35310248809611,227.4625599306907,67.92806624114594,8160.21,8242.774099436541,8231.07,1,0.9982590355810362,1.1217071459427899,2.081868751109783,2018-07-29,,0.9989554213486217,1.0592706337862972,1.2452993816731093,0.6,0.9982590355810362,1.112853500752322,2.081868751109771,1,0.9993036142324145,1.0309716121045376,0.8289240209831779,0.4,0.9991295177905182,1.04511170025566,1.036952423235356,0.5,0.9989554213486217,1.0583853479342762,1.2452993816731033,0.6,0.9993036142324145,1.0309716121045376,0.8289240209831779,0.4,0.9991295177905182,1.0446747914234398,1.0369524232353218,0.5
2018-07-30,8216.74,8160.21,11785.89207823,37.79370560977038,27.414709135238343,15.396110125802632,303.0294931645358,60.45354658707606,242.57594657745972,66.36054804191276,7725.43,8220.32929444796,8216.74,1,0.9931201425382816,1.1139899606649126,2.755531537019972,2018-07-30,,0.995872085522969,1.0548980552019969,1.6529503400303662,0.6,0.9931201425382816,1.1051972272913717,2.755531537019962,1,0.9972480570153126,1.0281344370091947,1.1018371678075274,0.4,0.9965600712691408,1.0415165904909935,1.377378253888048,0.5,0.995872085522969,1.0540164237342609,1.6529503400303518,0.6,0.9972480570153126,1.0281344370091947,1.1018371678075274,0.4,0.9965600712691408,1.041081184594018,1.3773782538880155,0.5
2018-07-31,8162.28,7725.43,11994.08614156,36.192273743762286,24.61828706380115,18.057462623867604,275.9820729520561,26.724901099677112,249.257171852379,55.71206275509467,7602.01,8139.491989894749,8162.28,0,1,1.1139899606649126,2.755531537019972,2018-07-31,,1,1.0548980552019969,1.6529503400303662,0.6,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.5,1,1.0540164237342609,1.6529503400303518,0.6,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.5
2018-08-01,7726.85,7602.01,11406.76843741,33.99512746152645,23.076493296001303,20.698534922461075,244.8900544578173,-3.493693915649345,248.38374837346666,53.10693071218218,7536.37,7679.44958069849,7726.85,0,1,1.1139899606649126,2.755531537019972,2018-08-01,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-02,7600.22,7536.37,5262.23613199,31.95492019945032,21.90499824764677,19.647758668945198,213.9863911308621,-27.517885794083668,241.50427692494577,51.72170343297028,7416.98,7563.8291889927295,7600.22,0,1,1.1139899606649126,2.755531537019972,2018-08-02,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-03,7535.0,7416.98,9585.77930917,29.887108145248714,20.763054391990515,22.049817273094646,180.6958820661066,-48.64671588707134,229.34259795317794,49.20758381310849,7009.99,7508.035570508922,7535.0,0,1,1.1139899606649126,2.755531537019972,2018-08-03,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-04,7416.98,7009.99,6831.75139028,29.04490153573178,18.46553588732464,26.62526431270299,130.51869342976988,-79.05912361872646,209.57781704849634,41.75623461983562,7032.61,7372.543642756002,7416.98,0,1,1.1139899606649126,2.755531537019972,2018-08-04,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-05,7009.94,7032.61,6039.1351446,28.362096179318783,17.72994825299572,26.311748881030347,90.32494896047956,-95.40229447041344,185.727243430893,42.27938598533479,6936.11,6932.197204330444,7009.94,0,1,1.1139899606649126,2.755531537019972,2018-08-05,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-06,7028.89,6936.11,7317.64296455,27.439393357483,18.011233027299042,24.590800421277724,52.167003914721136,-106.84819161293751,159.01519552765865,40.6038100921341,6717.68,6987.000191973732,7028.89,0,1,1.1139899606649126,2.755531537019972,2018-08-06,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-07,6932.18,6717.68,10039.39296375,27.050686435029444,16.29106820652445,25.479560846804965,9.536354356479023,-119.5830729369437,129.11942729342272,37.026791719054096,6283.59,6892.76730034181,6932.18,0,1,1.1139899606649126,2.755531537019972,2018-08-07,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-08,6717.67,6283.59,14668.56802221,27.907874877794136,14.457861342664877,32.984880458635395,-47.707671337761894,-141.4616789049477,93.7540075671858,31.153137753977912,6543.76,6666.415956337441,6717.67,0,1,1.1139899606649126,2.755531537019972,2018-08-08,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-09,6283.89,6543.76,9484.88670496,28.703835574647062,13.279300986458852,30.296054529172086,-78.96562599703338,-138.17570685137537,59.21008085434197,37.54759330007965,6139.99,6186.452187058679,6283.89,0,1,1.1139899606649126,2.755531537019972,2018-08-09,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-10,6544.98,6139.99,14096.00988894,29.800782331905342,11.875771217307994,30.58401662885646,-124.5807351680578,-147.03265281791982,22.451917649862015,32.50221340204212,6239.98,6510.515464506806,6544.98,0,1,1.1139899606649126,2.755531537019972,2018-08-10,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-11,6139.99,6239.98,6818.37504816,30.81937574935946,10.839479778526869,27.915225354919478,-154.28952103863048,-141.393150950794,-12.896370087836484,34.837378126712494,6310.82,6070.104937948664,6139.99,0,1,1.1139899606649126,2.755531537019972,2018-08-11,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-12,6240.49,6310.82,7169.89323056,31.76521249413828,10.198772759256379,26.265194062380345,-172.5534380816871,-127.72565439508048,-44.82778368660661,36.513163308396955,6252.63,6218.681870450124,6240.49,0,1,1.1139899606649126,2.755531537019972,2018-08-12,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-13,6311.99,6252.63,8896.68083746,32.37549109936545,10.370168182069275,24.37606762572335,-188.37876459781273,-114.8407847289649,-73.53797986884783,35.70097933883911,6193.62,6297.4734011995415,6311.99,0,1,1.1139899606649126,2.755531537019972,2018-08-13,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.3,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.3
2018-08-14,6252.63,6193.62,14235.27018218,33.48321482876527,9.673338509603376,27.448729923209275,-202.13465145096052,-102.87733726569016,-99.25731418527036,34.854291820296595,6272.3,6242.1759170137375,6252.63,0,1,1.1139899606649126,2.755531537019972,2018-08-14,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-15,6194.3,6272.3,12501.11334781,32.78682291235943,15.584499212280162,25.28415426561081,-206.75030895306008,-85.99439581423178,-120.7559131388283,36.99969585969629,6313.51,6174.505109118279,6194.3,0,1,1.1139899606649126,2.755531537019972,2018-08-15,,1,1.0548980552019969,1.6529503400303662,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.4,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-16,6273.34,6313.51,7099.2611636,32.140173275696874,14.818847868470625,24.04196826868777,-206.02732323923374,-68.21712808032433,-137.8101951589094,38.1486310912557,6580.15,6264.559407183709,6273.34,0,1,1.1139899606649126,2.755531537019972,2018-08-16,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.2,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.2,1,1.041081184594018,1.3773782538880155,0.2
2018-08-17,6314.08,6580.15,6635.58158998,31.08631083417785,15.996400491576084,22.729286871524042,-189.03243784885854,-40.9777941519593,-148.05464369689923,45.12222659032016,6399.28,6308.495164176925,6314.08,0,1,1.1139899606649126,2.755531537019972,2018-08-17,,1,1.0548980552019969,1.6529503400303662,0.2,1,1.1051972272913717,2.755531537019962,1,1,1.0281344370091947,1.1018371678075274,0.2,1,1.0415165904909935,1.377378253888048,0.2,1,1.0540164237342609,1.6529503400303518,0.2,1,1.0281344370091947,1.1018371678075274,0.2,1,1.041081184594018,1.3773782538880155,0.2
2018-08-18,6578.13,6399.28,3496.80232127,29.977591472777075,15.631039989278465,21.393651794263295,-183.11190322721177,-28.045807624250017,-155.06609560296175,41.688617492697226,6481.99,6587.197852238542,6578.13,1,0.9728114220910805,1.0837021578296204,5.399470344037175,2018-08-18,,0.9891245688364322,1.043425584018066,2.7225169087473544,0.4,1,1.1051972272913717,2.755531537019962,1,0.9891245688364322,1.0169530317126076,2.1773973298923597,0.4,0.9891245688364322,1.030189648505395,2.449941787858468,0.4,1,1.0540164237342609,1.6529503400303518,0.4,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.4
2018-08-19,6397.37,6481.99,3138.71131829,28.94806635147635,14.925662441365,20.428226483221753,-172.0268699877961,-13.568619507867453,-158.45825047992864,43.79487942389697,6260.82,6386.428786569597,6397.37,0,1,1.0837021578296204,5.399470344037175,2018-08-19,,1,1.043425584018066,2.7225169087473544,0.4,1,1.1051972272913717,2.755531537019962,1,1,1.0169530317126076,2.1773973298923597,0.4,1,1.030189648505395,2.449941787858468,0.4,1,1.0540164237342609,1.6529503400303518,0.4,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.4
2018-08-20,6481.63,6260.82,6254.82080784,28.290063370253513,14.04923286712031,20.958335097506744,-173.14918353836492,-11.752746446749029,-161.3964370916159,39.668598624887636,6479.27,6488.139768680465,6481.63,1,0.9659329520506416,1.0467836244560156,8.62223112386156,2018-08-20,,0.9863731808202566,1.0292070122571335,4.048099581092409,0.4,1,1.1051972272913717,2.755531537019962,1,0.9863731808202566,1.003095196635168,3.510408248169809,0.4,0.9863731808202566,1.0161514404443686,3.779238792088761,0.4,1,1.0540164237342609,1.6529503400303518,0.4,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.4
2018-08-21,6260.83,6479.27,5655.04172504,27.679060601975166,13.29789658400722,19.83750823519088,-160.5464502516079,0.6799894720064117,-161.2264397236143,45.164141558284584,6355.76,6248.137497991794,6260.83,0,1,1.0467836244560156,8.62223112386156,2018-08-21,,1,1.0292070122571335,4.048099581092409,0.0,1,1.1051972272913717,2.755531537019962,1,1,1.003095196635168,3.510408248169809,0.4,1,1.0161514404443686,3.779238792088761,0.2,1,1.0540164237342609,1.6529503400303518,0.0,1,1.0281344370091947,1.1018371678075274,0.4,1,1.041081184594018,1.3773782538880155,0.2
2018-08-22,6478.99,6355.76,11955.65069577,26.035234584689416,19.078500256629493,17.37764034392344,-155.3725754416164,4.68309142559832,-160.0556668672147,42.790840851817734,6525.01,6495.1674517252495,6478.99,1,0.9809800601636984,1.0268738628972365,10.360230790261184,2018-08-22,,0.9923920240654793,1.0213768300762414,4.778099330350979,0.4,0.9809800601636984,1.0841764425210425,4.605115476598968,1,0.9923920240654793,0.9954636725191344,4.2444987401494565,0.4,0.9923920240654793,1.0084205847396392,4.511284027759814,0.4,0.9923920240654793,1.0459974921479012,2.4011723270745002,0.4,0.9923920240654793,1.0203124149549767,1.854252010603163,0.4,0.9923920240654793,1.0331606639957445,2.1276967867317675,0.4
2018-08-23,6355.97,6525.01,4028.43387247,24.50882471149551,18.22198647449853,16.597485286907702,-140.56329845507298,15.593894729713384,-156.15719318478637,46.90801476622872,6692.94,6357.168617837414,6355.97,1,1.0265954685122807,1.054184054384004,7.9762191307954655,2018-08-23,,1,1.0213768300762414,4.778099330350979,0.0,1.0265954685122807,1.1130106229598673,2.0680438290242105,1,1.0106381874049122,1.006053601622175,3.225833772695861,0.4,1.005319093702456,1.013784468321355,4.003370599976243,0.2,1,1.0459974921479012,2.4011723270745002,0.0,1.0106381874049122,1.0311666896368263,0.8101591504966705,0.4,1.005319093702456,1.0386561423772296,1.607104835065199,0.2
